code 0x2C86 -> data 0xB20C  "אין לך"
code 0x70DD -> data 0xB800  "לא ניתן לנסוע"
code 0x70F3 -> data 0xBAD1  "הנזק שנגרם לס"
code 0x70FD -> data 0x968C  "נפגעה תו"
code 0x7109 -> data 0x9FF2  "בלילה - עלית על "
code 0x7116 -> data 0xB800  "לא ניתן לנסוע"
code 0x711B -> data 0x9CB4  "כתוצאה מרוחות "
code 0x711C -> data 0xB79D  "FכW2"
code 0x711D -> data 0x8DB8  "לרוע מזלך, ספינ"
code 0x7139 -> data 0x6DE8  "~ם שקל נלקחו "
code 0x713B -> data 0x74A0  "הוא מוכן להצי"
code 0x7140 -> data 0xB800  "לא ניתן לנסוע"
code 0x7155 -> data 0x6DE8  "~ם שקל נלקחו "
code 0x7159 -> data 0xB1FD  "אין לך כל-כך הרבה כסף"
code 0x717B -> data 0x848F  "~םLL"
code 0x717F -> data 0x7AE8  "קנית !!"
code 0x71AB -> data 0xB800  "לא ניתן לנסוע"
code 0x71CF -> data 0xB802  "לא ניתן לנסו"
code 0x71FB -> data 0x58E9  "אתה מוכן "
code 0x7215 -> data 0xA09A  "הנסיעה בספינתך הניזוקה"
code 0x7249 -> data 0x9685  "נפגעה תוך כדי ה"
code 0x7255 -> data 0xB4CF  "מכיון שהנקודות שתצ"
code 0x725C -> data 0xB79C  "FכW2"
code 0x7262 -> data 0x8F1B  "לקחת בשבי את ספ"
code 0x726B -> data 0x9D78  "~םLqV"
code 0x7299 -> data 0xB48B  "זכור למכור בסוף היום"
code 0x729C -> data 0xB4D7  "מכיון שהנק"
code 0x72A0 -> data 0xB79C  "FכW2"
code 0x72A6 -> data 0x8ED7  "הבסת את הפי"
code 0x72AF -> data 0x9D34  "תורכי"
code 0x72B7 -> data 0x8D8B  "^כ שקל"
code 0x72D0 -> data 0x848F  "~םLL"
code 0x72E1 -> data 0xB492  "זכור למכור בסו"
code 0x72E5 -> data 0xB79C  "FכW2"
code 0x72EE -> data 0x98BA  "ספינתך "
code 0x72F4 -> data 0x9CEF  " במקום ל"
code 0x72FC -> data 0x848F  "~םLL"
code 0x7309 -> data 0x9DF2  "ה ס פ י נ ה   נ "
code 0x730C -> data 0x9CD7  "וטעות"
code 0x7348 -> data 0x8D8B  "^כ שקל"
code 0x7353 -> data 0x9984  "להשיג "
code 0x7371 -> data 0x9A5E  "את הצע"
code 0x7399 -> data 0xA0A5  "הנסיעה בספינ"
code 0x739E -> data 0xA58F  "ה ס פ "
code 0x73C8 -> data 0x8D8B  "^כ שקל"
code 0x73D2 -> data 0x9A4E  "שודדי"
code 0x73EA -> data 0xB802  "לא ניתן לנסו"
code 0x7416 -> data 0x58E9  "אתה מוכן "
code 0x7464 -> data 0x9685  "נפגעה תוך כדי ה"
code 0x74AF -> data 0xB79D  "FכW2"
code 0x74BA -> data 0x9966  "ספינת הפירטי"
code 0x74D2 -> data 0x8D8B  "^כ שקל"
code 0x74EB -> data 0x848F  "~םLL"
code 0x74F4 -> data 0xB79D  "FכW2"
code 0x74FB -> data 0x76E8  ", אם תמכור לו"
code 0x7505 -> data 0x76E8  ", אם תמכור לו"
code 0x7509 -> data 0x969F  "^כ ש"
code 0x750C -> data 0xAE4A  "LL`ה"
code 0x7517 -> data 0x848F  "~םLL"
code 0x7520 -> data 0xA8E8  "~ם, בשל הים הסוער."
code 0x7521 -> data 0x9AA9  "הצעתך ותוקפים אותך !"
code 0x752F -> data 0xB79C  "FכW2"
code 0x754A -> data 0x8C33  "Qחכ6"
code 0x7553 -> data 0x9A90  "שודדי הים דוחים א"
